MSOA11CD,rail_entry_total,rail_exit_total,bus_alighting_total,bus_boarding_total,origin_total,destination_total,od_origin_total,od_destination_total,dominant_lnwc,dominant_lnwc_purity,fitted_log,residual_log,std_residual,direction,mismatch_quartile
E02000559,521.63538195175,1743.781993768,807.4290100000001,390.37909,912.01447195175,2551.2110037680004,697,604,2,0.8333333333333334,6.205405864943944,0.6113458665130773,0.6804027097459576,origin,Q4_most_positive
E02000560,0.0,0.0,2095.79325,2073.72403,2073.72403,2095.79325,1567,1016,2,0.6,7.153116521657557,0.4844669045719163,0.5391916633592172,origin,Q3
E02000561,0.0,0.0,654.96885,524.51554,524.51554,654.96885,173,247,2,1.0,4.578734674959284,1.6856450867568302,1.8760533889612443,origin,Q4_most_positive
E02000562,0.0,0.0,1092.81729,667.20639,667.20639,1092.81729,562,609,2,0.6,5.953717871011043,0.5508792218709759,0.6131058306513288,origin,Q3
E02000563,0.0,0.0,2409.11499,1656.13339,1656.13339,2409.11499,527,868,2,0.6,5.878561005420335,1.5342835096714547,1.7075942026945319,origin,Q4_most_positive
E02000564,1587.69787535,2931.47981792,2138.24612,1934.38248,3522.08035535,5069.72593792,1603,1407,2,0.875,7.179697091164684,0.9873938957015636,1.0989286409243928,origin,Q4_most_positive
E02000565,0.0,0.0,1702.1231,1102.54425,1102.54425,1702.1231,337,513,2,0.6,5.356248723779293,1.6500336007963545,1.8364192753231021,origin,Q4_most_positive
E02000566,7024.1087546280005,7955.16715192,986.79587,1394.15038,8418.259134628,8941.96302192,1625,1554,2,0.6,7.195648652070522,1.8426284625330922,2.0507694050724807,origin,Q4_most_positive
E02000567,799.0756918370495,1765.9044913376,1835.76096,835.43643,1634.5121218370496,3601.6654513376,660,930,2,0.6666666666666666,6.141628595621578,1.2580826630304331,1.4001940634565597,origin,Q4_most_positive
E02000568,2049.432588427148,3229.949048859148,1907.97558,1332.37836,3381.810948427148,5137.924628859148,1557,1830,2,1.0,7.1456246760352204,0.9808376083661159,1.091631763799247,origin,Q4_most_positive
E02000569,0.0,0.0,3699.99659,2764.69107,2764.69107,3699.99659,871,1017,2,0.5,6.4660293624970535,1.4590164551314002,1.6238250784249162,origin,Q4_most_positive
E02000570,0.0,0.0,441.96169,343.99103,343.99103,441.96169,394,388,2,0.8,5.538732765751864,0.3047856509414899,0.33921384628817036,origin,Q3
E02000571,0.0,0.0,417.57734,271.01242,271.01242,417.57734,252,349,2,0.6,5.017069333515674,0.5887783935025626,0.6552860439933079,origin,Q4_most_positive
E02000572,0.0,0.0,1019.87923,1011.47586,1011.47586,1019.87923,581,735,2,0.6,5.9925833740309065,0.9275705826902545,1.0323477633746063,origin,Q4_most_positive
E02000573,0.0,0.0,5166.32173,6473.45647,6473.45647,5166.32173,3685,2901,1,0.6666666666666666,8.153993778959412,0.621626161227784,0.6918442533369354,origin,Q4_most_positive
E02000574,0.0,0.0,1732.85702,1263.78968,1263.78968,1732.85702,1874,1953,2,0.6,7.362495282020621,-0.21983415555143626,-0.24466633917890734,origin,Q2
E02000575,35611.149452594,15876.4908588896,3655.45221,4239.14432,39850.293772594,19531.943068889603,5112,4689,1,0.8571428571428571,8.537187703736992,2.0557224460169436,2.2879342110111356,origin,Q4_most_positive
E02000576,12034.2016052838,5816.2802996272,3531.31001,3502.51887,15536.7204752838,9347.5903096272,3953,3182,1,1.0,8.23617942550642,1.4148465000933719,1.5746657420436196,origin,Q4_most_positive
E02000577,0.0,0.0,1483.44956,1058.72813,1058.72813,1483.44956,1768,1697,2,0.4,7.294351481920113,-0.32858380884298644,-0.3657002135151156,origin,Q2
E02000578,0.0,0.0,599.02978,543.72641,543.72641,599.02978,430,666,2,1.0,5.6408676206683435,0.6594160479507156,0.7339028370874571,origin,Q4_most_positive
E02000579,1799.2237726300002,2163.732549096,652.65835,473.79247,2273.0162426300003,2816.3908990960003,878,1073,2,1.0,6.475391834229185,1.2539109828130428,1.3955511556042577,origin,Q4_most_positive
E02000580,0.0,0.0,845.9346400000001,950.46343,950.46343,845.9346400000001,1069,1143,2,1.0,6.705638819520535,0.1523624324255639,0.1695730969395889,origin,Q3
E02000581,982.86548161,948.696342508,361.00691,287.33594,1270.20142161,1309.703252508,484,588,3,0.6,5.7790900314946,1.3686277020485518,1.523226127983149,origin,Q4_most_positive
E02000582,4726.425249194,4826.0591077126,1548.64725,1970.81097,6697.236219193999,6374.7063577126,813,755,2,0.4,6.385432498941981,2.4241670209139183,2.6979978114750747,origin,Q4_most_positive
E02000583,0.0,0.0,674.5778,793.14036,793.14036,674.5778,511,551,3,0.6,5.842528270840431,0.8347319506023405,0.9290221987445338,origin,Q4_most_positive
E02000584,0.0,0.0,3142.95776,3361.98943,3361.98943,3142.95776,1429,1050,3,0.4,7.0452390441018515,1.0753465246064202,1.196816285732514,origin,Q4_most_positive
E02000585,895.4708792700001,1304.6996987280002,814.85745,672.27079,1567.74166927,2119.5571487280004,611,442,4,0.6,6.051438548910234,1.3065905435302616,1.4541813317836785,origin,Q4_most_positive
E02000586,4693.8378947182,3101.4814856122,213.21984,448.88346,5142.7213547182,3314.7013256122004,1334,872,1,0.4,6.964742773421531,1.5807893220392693,1.759353251846983,origin,Q4_most_positive
E02000587,0.0,0.0,620.19695,893.39549,893.39549,620.19695,515,397,1,0.4,5.85164093532332,0.9445071245782186,1.0511974352633264,origin,Q4_most_positive
E02000588,0.0,0.0,1476.69108,1531.50779,1531.50779,1476.69108,2123,1596,2,0.8,7.508506577215703,-0.17384582622086597,-0.19348322728239437,origin,Q2
E02000589,5748.88684278,9177.22800824,77.89135999999999,101.51507,5850.40191278,9255.11936824,1109,877,2,0.8,6.748615073246825,1.9258214814794865,2.1433598004994248,origin,Q4_most_positive
E02000590,13700.591894204,6987.44017538,1861.40295,2094.83711,15795.429004204,8848.84312538,1685,1702,3,0.6,7.238079797032913,2.4294593840453427,2.7038879931428093,origin,Q4_most_positive
E02000591,0.0,0.0,485.21144,493.75423,493.75423,485.21144,761,906,2,1.0,6.308132210014407,-0.10407107579566865,-0.11582681074042266,origin,Q2
E02000592,5230.508122268,5582.227600206001,898.79681,1172.48501,6402.993132268,6481.0244102060005,977,822,2,0.75,6.600363498474577,2.164313503228586,2.408791574458115,origin,Q4_most_positive
E02000593,2163.693345413333,2323.950313290732,1187.15321,1105.82101,3269.5143554133333,3511.103523290732,514,681,2,0.6,5.8493694089535975,2.243333137801539,2.496737165377429,origin,Q4_most_positive
E02000594,7168.153568780001,4652.09455884,2312.02732,3499.25621,10667.40977878,6964.12187884,1096,1070,3,0.8,6.734820052628292,2.5402222438950233,2.827162483262098,origin,Q4_most_positive
E02000595,0.0,0.0,1641.10836,2117.20288,2117.20288,1641.10836,1122,829,3,0.6,6.762249467493515,0.8960738425601109,0.9972931919665318,origin,Q4_most_positive
E02000596,0.0,0.0,797.35852,1110.56484,1110.56484,797.35852,708,319,1,0.5,6.223715671171036,0.7898083961143074,0.8790241372880668,origin,Q4_most_positive
E02000597,0.0,0.0,1149.07368,960.74218,960.74218,1149.07368,788,861,3,0.6,6.348905161830378,0.5198412487577926,0.5785618479927327,origin,Q3
E02000598,0.0,0.0,636.11165,291.15837,291.15837,636.11165,654,1151,5,0.6,6.130950970179665,-0.4536549519233457,-0.5048992321463808,origin,Q2
E02000599,0.0,0.0,613.77471,457.89957,457.89957,613.77471,668,557,7,1.0,6.15571564042007,-0.026884256043037347,-0.029921067047560482,origin,Q3
E02000600,0.0,0.0,1341.73181,958.04315,958.04315,1341.73181,1177,1189,3,0.6,6.818238777146819,0.04769729151061952,0.05308511624765222,origin,Q3
E02000601,0.0,0.0,286.6285,169.6555,169.6555,286.6285,1053,1231,4,0.2857142857142857,6.687996730989649,-1.5483498264463664,-1.7232494325309313,origin,Q1_most_negative
E02000602,0.0,0.0,1938.75654,719.89944,719.89944,1938.75654,1892,1884,2,0.6,7.373682992694393,-0.7931833380909312,-0.8827803083720847,origin,Q1_most_negative
E02000603,0.0,0.0,630.3605200000001,339.50351,339.50351,630.3605200000001,1118,1664,5,0.8,6.758071152707339,-0.9276457188008589,-1.0324313867636816,origin,Q1_most_negative
E02000604,0.0,0.0,897.79557,1071.58478,1071.58478,897.79557,2259,2043,5,0.6,7.58118141123267,-0.6033547146036531,-0.6715088875889913,origin,Q1_most_negative
E02000605,0.0,0.0,233.24573,142.70179000000002,142.70179000000002,233.24573,910,939,5,1.0,6.5172634317839355,-1.549523182269927,-1.7245553291200426,origin,Q1_most_negative
E02000606,0.0,0.0,4341.65545,6702.81059,6702.81059,4341.65545,10447,8015,5,0.4,9.37399232435851,-0.5635609358773443,-0.627220054770274,origin,Q2
E02000607,0.0,0.0,256.27929,129.01674,129.01674,256.27929,567,892,6,0.75,5.964071355582126,-1.09640814418582,-1.2202569987861542,origin,Q1_most_negative
E02000608,0.0,0.0,1333.92655,1873.4851,1873.4851,1333.92655,2936,2496,3,0.5,7.888003852755965,-0.35191456539793275,-0.3916663823402207,origin,Q2
E02000609,0.0,0.0,1196.86318,986.13069,986.13069,1196.86318,673,980,5,0.6,6.164434753499958,0.7303676885154324,0.8128690837662867,origin,Q4_most_positive
E02000610,0.0,0.0,547.04797,541.02681,541.02681,547.04797,793,1090,5,0.6,6.356302353052591,-0.0609868878916453,-0.06787588835289976,origin,Q3
E02000611,0.0,0.0,493.26064,287.54152,287.54152,493.26064,763,1206,6,0.6,6.311201599652292,-0.6463626072480766,-0.7193748965024629,origin,Q1_most_negative
E02000612,0.0,0.0,712.71785,464.55846,464.55846,712.71785,237,404,6,0.4,4.945500944414435,1.1977367298095531,1.3330315311901262,origin,Q4_most_positive
E02000613,0.0,0.0,1101.29325,487.68038,487.68038,1101.29325,559,799,5,0.8,5.947461552603575,0.24424710353695822,0.2718369423874938,origin,Q3
E02000614,0.0,0.0,879.5947,712.6102099999999,712.6102099999999,879.5947,1156,1453,6,0.8,6.7971757672712965,-0.22683887837242533,-0.25246230648560436,origin,Q2
E02000615,0.0,0.0,427.19847,229.94717,229.94717,427.19847,630,861,5,0.6,6.087239339055114,-0.6450503559881522,-0.7179144150270377,origin,Q1_most_negative
E02000616,0.0,0.0,213.87534,99.73599,99.73599,213.87534,199,297,6,0.5,4.741806583549593,-0.1293034494640919,-0.1439094009037283,origin,Q2
E02000617,0.0,0.0,509.57626,301.34578,301.34578,509.57626,1130,1376,7,0.6,6.770561633551303,-1.058990304263701,-1.1786124877648212,origin,Q1_most_negative
E02000619,1655.30159913,3515.6392763,793.70889,632.22464,2287.52623913,4309.3481663,867,1019,1,0.6,6.460645576110186,1.2750177495634007,1.4190421155952535,origin,Q4_most_positive
E02000620,0.0,0.0,1329.72805,905.01097,905.01097,1329.72805,1759,1927,2,0.8333333333333334,7.28837881763242,-0.47932740349497394,-0.5334716108471438,origin,Q2
E02000621,9113.484753280363,14185.42623646506,5278.3146,5311.8346200000005,14425.319373280368,19463.740836465066,4215,4762,2,0.75,8.31130788573804,1.265501665807843,1.4084511072510228,origin,Q4_most_positive
E02000622,1979.3894716,3529.7281097800005,3657.99819,3008.15186,4987.5413316,7187.726299780001,1575,1713,2,0.8,7.1590756768921615,1.3558231508034417,1.5089751910888738,origin,Q4_most_positive
E02000623,0.0,0.0,741.29931,573.08853,573.08853,741.29931,763,1079,2,1.0,6.311201599652292,0.04158201822399654,0.04627906955138926,origin,Q3
E02000624,0.0,0.0,1692.8573,1223.60236,1223.60236,1692.8573,986,1397,2,0.6,6.611090029753587,0.4992814364482987,0.5556796257131638,origin,Q3
E02000625,2420.4739458539343,5887.489967883963,2285.45476,1557.01127,3977.4852158539343,8172.944727883963,1822,1598,2,0.6,7.329561517528921,0.9590949092716929,1.0674330373640535,origin,Q4_most_positive
E02000626,0.0,0.0,138.94732,58.29733,58.29733,138.94732,775,1160,3,0.6,6.329450875140019,-2.246886595445117,-2.5006920170286695,origin,Q1_most_negative
E02000627,0.0,0.0,947.85528,842.41386,842.41386,947.85528,976,1027,1,0.6,6.599165573586072,0.13829220107487838,0.1539135103419683,origin,Q3
E02000628,6611.2852800988,15647.582758549146,10040.47715,15610.55994,22221.845220098803,25688.05990854915,7717,5817,2,0.8333333333333334,9.019357395556726,0.9895187071487044,1.101293468341285,origin,Q4_most_positive
E02000629,2171.179871467433,5060.593940307443,783.8096400000001,652.73631,2823.9161814674326,5844.403580307443,1231,1314,2,0.8,6.87072263193801,1.0755113409253445,1.1969997194909623,origin,Q4_most_positive
E02000630,0.0,0.0,1466.16789,841.53914,841.53914,1466.16789,1443,1531,2,0.4,7.05664734635663,-0.320227228235912,-0.3563996843045491,origin,Q2
E02000631,0.0,0.0,2491.2485,2694.36452,2694.36452,2491.2485,2507,2312,3,0.8,7.703103909239729,0.19618482284181749,0.21834560824620852,origin,Q3
E02000632,0.0,0.0,756.7354300000001,530.93602,530.93602,756.7354300000001,815,677,1,0.4,6.388306050019346,-0.11178283106778952,-0.12440967597508353,origin,Q2
E02000633,0.0,0.0,2683.99047,2664.78216,2664.78216,2683.99047,2921,2441,2,1.0,7.882008081968708,0.006244705003860318,0.006950098853902716,origin,Q3
E02000634,2527.18992058,6551.80327146,3638.77175,4592.89318,7120.08310058,10190.57502146,1135,1042,2,1.0,6.775726932956323,2.095088180748471,2.331746648535646,origin,Q4_most_positive
E02000635,0.0,0.0,1651.57074,1618.65312,1618.65312,1651.57074,2191,2225,3,0.6,7.545407712485343,-0.15544043064340318,-0.17299878187953327,origin,Q2
E02000636,1479.49255988,5637.600297098001,215.88902,260.56588,1740.0584398800002,5853.489317098,508,334,2,0.4,5.835646929921932,1.6266015761295431,1.8103403992703897,origin,Q4_most_positive
E02000637,0.0,0.0,1276.01395,933.47543,933.47543,1276.01395,645,975,3,0.6,6.114749722825264,0.7252356115898779,0.8071572940281986,origin,Q4_most_positive
E02000638,0.0,0.0,2599.01827,1322.84599,1322.84599,2599.01827,728,700,2,0.6,6.256289996308344,0.9320064116704438,1.037284657894406,origin,Q4_most_positive
E02000639,0.0,0.0,4493.9412,2560.00281,2560.00281,4493.9412,762,1328,2,0.4,6.309667910531421,1.538486272895148,1.7122717046495737,origin,Q4_most_positive
E02000640,0.0,0.0,194.15962,149.59963,149.59963,194.15962,416,551,5,0.5,5.602199954786223,-0.5875750962627571,-0.6539468238440603,origin,Q2
E02000641,0.0,0.0,1239.88637,531.90581,531.90581,1239.88637,727,1140,3,0.4,6.254682622718425,0.02366206913324742,0.02633490604636866,origin,Q3
E02000642,0.0,0.0,2156.78424,1325.5102,1325.5102,2156.78424,1768,1811,6,0.6,7.294351481920113,-0.10404461896366524,-0.1157973653786848,origin,Q2
E02000643,0.0,0.0,1916.12347,1198.29383,1198.29383,1916.12347,1025,903,3,0.4,6.656468671332487,0.43301951622423207,0.48193284415631,origin,Q3
E02000644,0.0,0.0,391.46222,157.08158,157.08158,391.46222,680,848,4,0.6,6.176533459411194,-1.113422230522314,-1.2391929744446313,origin,Q1_most_negative
E02000645,0.0,0.0,2766.9716,2111.93559,2111.93559,2766.9716,2405,2449,4,0.4,7.654485167429765,0.001348366995701511,0.001500676798291069,origin,Q3
E02000646,0.0,0.0,3575.17638,2918.1107500000003,2918.1107500000003,3575.17638,1888,1617,2,0.4,7.371206055808077,0.607828255402004,0.6764877538054556,origin,Q4_most_positive
E02000647,0.0,0.0,399.00433,221.4311,221.4311,399.00433,587,1353,4,0.6,6.004593443174249,-0.5999760524447657,-0.6677485760957035,origin,Q2
E02000648,0.0,0.0,961.03012,538.7767699999999,538.7767699999999,961.03012,1204,1725,4,0.6,6.844774725845683,-0.5536190606449942,-0.6161551580913618,origin,Q2
E02000649,0.0,0.0,6661.48709,5523.48053,5523.48053,6661.48709,4619,4091,3,0.5,8.418461019306067,0.19848348094011037,0.22090391980849747,origin,Q3
E02000650,0.0,0.0,515.6073299999999,863.44946,863.44946,515.6073299999999,1352,1906,3,0.4,6.980425661544123,-0.21833281966818152,-0.24299541432415736,origin,Q2
E02000651,0.0,0.0,1580.16871,1080.15569,1080.15569,1580.16871,1208,1448,4,0.4,6.848655330810331,0.1371305005102128,0.15262058557481448,origin,Q3
E02000652,0.0,0.0,545.49243,542.92367,542.92367,545.49243,579,790,3,0.4,5.9885524871713685,0.31025643733985486,0.3453026056857269,origin,Q3
E02000653,0.0,0.0,507.72941,303.14699,303.14699,507.72941,2150,2966,3,0.5714285714285714,7.523297992539462,-1.8057868882543984,-2.0097662539208994,origin,Q1_most_negative
E02000654,0.0,0.0,1605.40294,932.76995,932.76995,1605.40294,1025,1336,4,0.8,6.656468671332487,0.1827614303481493,0.20340592659142134,origin,Q3
E02000655,0.0,0.0,1214.14361,702.00152,702.00152,1214.14361,2961,3390,2,0.4,7.8979290814977166,-1.342570027527227,-1.4942250120434728,origin,Q1_most_negative
E02000657,0.0,0.0,1703.92962,1371.54746,1371.54746,1703.92962,1502,1934,2,0.6,7.103540152419582,0.12088359960122919,0.13453845562356853,origin,Q3
E02000658,0.0,0.0,3497.55647,2828.81579,2828.81579,3497.55647,1593,1720,5,0.4,7.172373918600986,0.775592978044938,0.8632029638666486,origin,Q4_most_positive
E02000659,0.0,0.0,457.26467,506.63583,506.63583,457.26467,860,1374,3,0.6,6.451163973889473,-0.22139965346395307,-0.2464086737232684,origin,Q2
E02000660,0.0,0.0,708.60954,595.32054,595.32054,708.60954,745,697,2,0.4,6.283283076442256,0.10749526484234728,0.1196377917802245,origin,Q3
E02000661,0.0,0.0,949.00131,1205.6093,1205.6093,949.00131,1832,1432,3,0.25,7.335967285562846,-0.2403978119777337,-0.26755283980177264,origin,Q2
E02000662,1005.283274774,3318.7130107788003,839.3096,343.1486,1348.431874774,4158.0226107788,885,1086,4,0.6,6.48468004194759,0.7227589074088749,0.8044008245265641,origin,Q4_most_positive
E02000663,0.0,0.0,319.56107,180.74439,180.74439,319.56107,356,591,2,0.75,5.420289020679518,-0.21768777131723738,-0.24227750214066154,origin,Q2
E02000664,2569.32707221713,4678.597643340195,8567.42505,9677.1274,12246.45447221713,13246.022693340194,11559,9438,2,0.4444444444444444,9.492424719893654,-0.0793513237001715,-0.08831474722397653,origin,Q3
E02000665,0.0,0.0,906.53294,646.69774,646.69774,906.53294,1329,1204,3,0.5,6.960348879048773,-0.486924742135713,-0.5419271350948177,origin,Q2
E02000666,0.0,0.0,569.73874,472.06986,472.06986,569.73874,718,742,2,0.25,6.240116099996362,-0.08087302685009057,-0.09000834000565235,origin,Q3
E02000667,0.0,0.0,615.86199,455.78325,455.78325,615.86199,493,654,2,0.25,5.8006202463808645,0.32358874316254926,0.36014091163627354,origin,Q3
E02000668,0.0,0.0,494.81025,435.03143,435.03143,494.81025,1327,1318,4,0.5,6.958586694402605,-0.8808723664957618,-0.9803745767065394,origin,Q1_most_negative
E02000669,0.0,0.0,588.33444,254.9719,254.9719,588.33444,1006,1381,3,0.6,6.6345807167424145,-1.0895130439125387,-1.2125830368492407,origin,Q1_most_negative
E02000670,0.0,0.0,990.4346,632.39982,632.39982,990.4346,637,771,3,0.5,6.100157989131608,0.35094386079227835,0.39058602819009414,origin,Q3
E02000671,515.328476634,2188.5936602242587,1091.11424,788.02726,1303.355736634,3279.7079002242585,1184,1174,5,0.6,6.825176419391143,0.34828809005834227,0.3876302650078866,origin,Q3
E02000672,0.0,0.0,5138.19569,5322.67104,5322.67104,5138.19569,5912,4775,2,0.3333333333333333,8.707408315212522,-0.12748992573571094,-0.14189102386616542,origin,Q2
E02000673,765.6094988899171,4931.935855769888,1285.2046,1062.55753,1828.1670288899168,6217.140455769888,1689,1477,5,0.8,7.240854612256461,0.27076135448521477,0.30134620904038634,origin,Q3
E02000674,0.0,0.0,912.83248,413.80904,413.80904,912.83248,987,1141,5,0.8,6.612275823755061,-0.5844575540016796,-0.6504771280165852,origin,Q2
E02000675,0.0,0.0,507.88211,565.48464,565.48464,507.88211,1057,2155,5,0.8,6.692432234309667,-0.35298226806621,-0.39285469132943884,origin,Q2
E02000676,0.0,0.0,401.72441,229.10043,229.10043,401.72441,612,852,4,0.6,6.05335033950043,-0.6148344737081404,-0.6842853855253798,origin,Q1_most_negative
E02000677,0.0,0.0,1408.32701,902.69868,902.69868,1408.32701,1087,1549,5,0.5,6.725173551128458,0.08132243511666104,0.09050851285232725,origin,Q3
E02000678,0.0,0.0,363.25045,175.37266,175.37266,363.25045,920,1790,5,0.75,6.530047090151248,-1.3574479472526724,-1.5107835224564312,origin,Q1_most_negative
E02000679,0.0,0.0,365.78681,325.804,325.804,365.78681,883,1451,5,0.6,6.48203377759789,-0.6926731747848685,-0.7709166462187543,origin,Q1_most_negative
E02000680,0.0,0.0,970.64101,611.73462,611.73462,970.64101,1331,1591,3,0.5,6.962108415783131,-0.5441764936491191,-0.6056459708654861,origin,Q2
E02000681,0.0,0.0,510.4338,469.18539,469.18539,510.4338,1700,1759,5,1.0,7.248451622826019,-1.0953245590870955,-1.2190510133075614,origin,Q1_most_negative
E02000682,0.0,0.0,425.10759,187.4926,187.4926,425.10759,1011,1088,5,0.8,6.640380488264066,-1.401321739441018,-1.5596132418132445,origin,Q1_most_negative
E02000683,0.0,0.0,1406.36086,1310.51161,1310.51161,1406.36086,1057,1427,5,0.75,6.692432234309667,0.48650341741709546,0.5414582180775728,origin,Q3
E02000685,789.832903477488,4170.223428418,1332.93557,1022.53621,1812.369113477488,5503.158998418001,1776,1807,2,0.2,7.2996350621257395,0.20330672055861587,0.22627198637432416,origin,Q3
E02000686,0.0,0.0,733.03329,538.67592,538.67592,733.03329,1605,2401,2,0.25,7.181156245841205,-0.8901874345920184,-0.9907418629209879,origin,Q1_most_negative
E02000687,0.0,0.0,793.31099,973.71417,973.71417,793.31099,1117,1192,3,0.6,6.75702424027606,0.12512002876793638,0.13925342638327143,origin,Q3
E02000689,446.11083211527057,1413.6262252408,596.11254,372.7341,818.8449321152706,2009.7387652408,966,817,5,1.0,6.587118435675173,0.12199677952361032,0.13577737891905584,origin,Q3
E02000690,0.0,0.0,435.48604,474.26806,474.26806,435.48604,1386,1059,7,0.5,7.009487759223191,-0.8456087775245962,-0.941127658054419,origin,Q1_most_negative
E02000691,4510.929663147001,12987.9544199554,2869.82249,4240.45289,8751.382553147,15857.7769099554,4891,3807,5,0.6,8.485448213977998,0.5916330200972091,0.6584631255386344,origin,Q4_most_positive
E02000692,0.0,0.0,994.41842,1748.85857,1748.85857,994.41842,2452,1682,4,0.4,7.677138954592394,-0.20984870808357226,-0.23355294840076712,origin,Q2
E02000693,1266.898524292,4316.38417112,1139.19897,1443.42663,2710.325154292,5455.583141120001,2962,2151,2,0.5,7.898324346134849,0.006868435047415744,0.007644284641410609,origin,Q3
E02000694,0.0,0.0,1539.39002,1458.00861,1458.00861,1539.39002,1082,1385,5,0.6,6.719779845247517,0.5657326045601181,0.6296370323559041,origin,Q4_most_positive
E02000695,0.0,0.0,245.0383,124.27735,124.27735,245.0383,878,1410,4,0.6,6.475391834229185,-1.6448617548285478,-1.8306632242828698,origin,Q1_most_negative
E02000696,0.0,0.0,1014.12063,335.77295,335.77295,1014.12063,820,840,2,0.4,6.395459227281425,-0.5760502628654942,-0.6411201600807247,origin,Q2
E02000697,1107.6262594860002,2616.415776958,1095.0189,1362.03729,2469.663549486,3711.434676958,2749,2385,4,0.6,7.810968285089974,0.0012737519704399958,0.001417633355689152,origin,Q3
E02000698,0.0,0.0,427.42747,181.06123,181.06123,427.42747,408,811,5,0.6,5.579516989318719,-0.37517393024989776,-0.4175530951473455,origin,Q2
E02000699,0.0,0.0,761.1212,402.28775,402.28775,761.1212,592,696,6,0.4,6.014508586889002,-0.014858259882099212,-0.016536629818979406,origin,Q3
E02000700,0.0,0.0,455.61584,201.59922,201.59922,455.61584,806,1245,4,0.4,6.375319172246935,-1.0640894303904052,-1.184287604624177,origin,Q1_most_negative
E02000701,0.0,0.0,2830.01204,2015.53548,2015.53548,2830.01204,2327,2350,3,0.4,7.615894528779297,-0.006758319778112032,-0.007521730892832923,origin,Q3
E02000702,0.0,0.0,529.80472,389.62114,389.62114,529.80472,893,1354,5,0.6,6.495205699123478,-0.527467560281635,-0.5870496178631425,origin,Q2
E02000703,0.0,0.0,536.55966,212.73517,212.73517,536.55966,636,1020,5,0.8,6.098321170752793,-0.7335834454597938,-0.8164480884814205,origin,Q1_most_negative
E02000704,0.0,0.0,1432.33893,1474.17506,1474.17506,1432.33893,3288,3006,5,0.6,8.020551869481888,-0.7240199230046827,-0.8058042828231144,origin,Q1_most_negative
E02000705,0.0,0.0,1017.74487,522.27988,522.27988,1017.74487,1224,2008,5,0.6,6.864050411740916,-0.6039339474107184,-0.6721535497893736,origin,Q1_most_negative
E02000706,0.0,0.0,930.42287,411.29827,411.29827,930.42287,2227,2604,3,0.4,7.564482782775762,-1.5427357390455168,-1.7170011850338542,origin,Q1_most_negative
E02000707,0.0,0.0,1730.16632,822.80831,822.80831,1730.16632,1186,1957,5,0.6,6.827151076648956,-0.11321320729799922,-0.12600162566559486,origin,Q2
E02000708,0.0,0.0,674.00236,448.09341,448.09341,674.00236,860,1394,5,0.4,6.451163973889473,-0.3439330676954704,-0.38278330491702467,origin,Q2
E02000709,0.0,0.0,577.2327799999999,213.27239,213.27239,577.2327799999999,697,1501,6,0.8,6.205405864943944,-0.8381578088422117,-0.9328350375274456,origin,Q1_most_negative
E02000710,0.0,0.0,1711.72835,1293.36635,1293.36635,1711.72835,2168,1787,5,0.6,7.533056144647073,-0.3672795952815049,-0.408767026248617,origin,Q2
E02000711,1941.747516,6459.3191058,3981.19374,5894.60958,7836.357096000001,10440.5128458,5562,3080,5,0.6,8.63596057049512,0.3306963809145955,0.368051419012349,origin,Q3
E02000712,0.0,0.0,841.01343,460.68474,460.68474,841.01343,942,1645,5,0.6,6.5576893313246405,-0.42280705412313413,-0.4705667954637794,origin,Q2
E02000713,0.0,0.0,383.61517,247.50361,247.50361,383.61517,665,1289,5,0.8,6.150452838408936,-0.6349954658147929,-0.7067237373846539,origin,Q1_most_negative
E02000714,2244.1419870647096,5021.08577831191,680.43797,725.14523,2969.2872170647097,5701.52374831191,1328,1298,4,0.75,6.9594681182126745,1.036945814990733,1.154077881320447,origin,Q4_most_positive
E02000715,0.0,0.0,1158.24908,718.44874,718.44874,1158.24908,641,897,4,0.5,6.107476584682646,0.47100869518741906,0.524213231942368,origin,Q3
E02000716,955.8603369739616,3103.4301110494425,1408.62814,1211.11495,2166.9752869739614,4512.058251049442,490,531,4,0.75,5.79348740314962,1.8880615603476976,2.1013345672147024,origin,Q4_most_positive
E02000717,316.4724781615422,563.0076169378616,1791.20626,1602.48953,1918.962008161542,2354.2138769378616,1304,1496,4,0.75,6.938128639701535,0.621932037708655,0.6921846812318998,origin,Q4_most_positive
E02000718,0.0,0.0,401.9199,210.10423,210.10423,401.9199,533,972,3,0.5,5.891792462318557,-0.5394404697683068,-0.6003749718149718,origin,Q2
E02000719,0.0,0.0,77.88915,67.60394,67.60394,77.88915,671,1137,4,0.75,6.160954895139882,-1.9326049276550021,-2.1509094960352133,origin,Q1_most_negative
E02000720,0.0,0.0,790.88552,521.85232,521.85232,790.88552,835,742,4,0.5,6.4166602556004495,-0.15736120234660866,-0.17513652148529604,origin,Q2
E02000721,0.0,0.0,2694.08175,2143.39771,2143.39771,2694.08175,2229,2112,1,0.4,7.565533452632154,0.10508055142287809,0.11695031543686131,origin,Q3
E02000722,0.0,0.0,1316.51256,783.892,783.892,1316.51256,679,949,4,0.5,6.1748127074830395,0.490733421216591,0.5461660376688432,origin,Q3
E02000723,0.0,0.0,2019.9887,2086.88098,2086.88098,2019.9887,2790,2657,2,0.4,7.828297542175262,-0.1843925967131126,-0.20522134741220438,origin,Q2
E02000724,0.0,0.0,219.49764,184.13361,184.13361,219.49764,389,587,4,0.8,5.5238157299295265,-0.3027379493076161,-0.33693483890993176,origin,Q2
